 Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. Provincia ; Provincia ; Cód. Municipio ; Municipio ; Nº de oficinas ;OPERACIONES;RETIRADA EFECTIVO;INCIDENCIAS ST;DIAS INACTIVIDAD
BANCOS;2103;UNICAJA BANCO, S.A.;13;Ciudad Real;061;PEDRO MUÑOZ ;1;709;63780;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;13;Ciudad Real;078;SOCUELLAMOS ;1;577;51960;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;16;Cuenca;052;CAÑETE ;1;688;61950;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;16;Cuenca;203;TARANCON ;1;374;33670;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;18;Granada;100;HUETOR TAJAR ;1;486;43770;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;21;Huelva;010;AYAMONTE ;1;308;27730;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;21;Huelva;060;PUNTA UMBRIA ;1;300;26990;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;23;Jaén;025;CASTELLAR ;1;501;45070;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;24;León;094;MANSILLA DE LAS MULAS ;1;506;45530;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;24;León;202;VILLABLINO ;1;627;56440;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;017;ARCHIDONA ;2;1.205;108420;6;6
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;023;BENAHAVIS ;1;712;64120;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;095;VILLANUEVA DE ALGAIDAS ;1;554;49840;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;29;Málaga;096;VILLANUEVA DEL ROSARIO ;1;447;40210;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;33;Asturias;058;RIOSA ;1;620;55830;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;37;Salamanca;010;ALBERCA (LA) ;1;511;45950;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;37;Salamanca;170;LEDESMA ;1;562;50560;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;41;Sevilla;024;CARMONA ;1;306;27510;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;41;Sevilla;062;MARTIN DE LA JARA ;1;700;63020;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;45;Toledo;046;CEBOLLA ;1;333;30000;3;6
BANCOS;2103;UNICAJA BANCO, S.A.;45;Toledo;054;CORRAL DE ALMAGUER ;1;476;42850;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;45;Toledo;081;ILLESCAS ;1;513;46180;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;45;Toledo;142;QUINTANAR DE LA ORDEN ;1;660;59410;2;6
BANCOS;2103;UNICAJA BANCO, S.A.;49;Zamora;214;TABARA ;1;640;57580;2;6
CAJAS DE AHORRO;2045;CAJA DE AHORROS Y M.P. ONTINYENT;46;Valencia;003;ATZENETA D'ALBAIDA ;1;315;28330;3;6
CAJAS DE AHORRO;2045;CAJA DE AHORROS Y M.P. ONTINYENT;46;Valencia;062;BENIGÀNIM ;1;390;35060;3;6
CAJAS DE AHORRO;2045;CAJA DE AHORROS Y M.P. ONTINYENT;46;Valencia;081;CANALS ;1;629;56650;3;6
CAJAS DE AHORRO;2045;CAJA DE AHORROS Y M.P. ONTINYENT;46;Valencia;128;FONT DE LA FIGUERA (LA) ;1;543;48860;3;6
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;024;CABEZA LA VACA ;1;435;39180;2;6
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;054;FUENTE DEL MAESTRE ;1;684;61580;3;6
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;122;SANTOS DE MAIMONA (LOS) ;1;467;42050;3;6
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;10;Cáceres;121;MIAJADAS ;1;683;61480;3;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;059;CREVILLENT ;1;666;59940;2;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;064;DOLORES ;1;534;48010;3;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;074;GRANJA DE ROCAMORA ;1;309;27830;3;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;111;REDOVAN ;1;719;64720;2;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;03;Alicante;121;SANTA POLA ;1;450;40490;2;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;20;Guipúzcoa;064;PASAIA ;1;674;60620;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;20;Guipúzcoa;902;LASARTE-ORIA ;1;350;31490;2;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;26;La Rioja;084;LARDERO ;1;455;40960;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;009;AIBAR/OIBAR ;1;542;48770;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;016;ANSOAIN/ANTSOAIN ;1;463;41710;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;032;ARGUEDAS ;1;399;35950;2;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;223;SARTAGUDA ;1;684;61570;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;239;URDAZUBI/URDAX ;1;533;47920;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;48;Vizcaya;902;ERANDIO ;1;484;43510;2;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;070;JEREZ DE LOS CABALLEROS ;1;288;25920;2;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;103;PUEBLA DE LA CALZADA ;1;697;62760;2;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;109;QUINTANA DE LA SERENA ;1;442;39770;3;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;113;RIBERA DEL FRESNO ;1;633;56990;3;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;120;SANTA AMALIA ;1;370;33250;3;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;154;VILLANUEVA DEL FRESNO ;1;292;26260;2;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;10;Cáceres;105;JARANDILLA DE LA VERA ;1;713;64180;3;6
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;10;Cáceres;195;TRUJILLO ;1;447;40240;3;6
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;42;Soria;022;ALMENAR DE SORIA ;1;396;35640;3;6
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;42;Soria;043;BURGO DE OSMA-CIUDAD DE OSMA ;1;439;39480;2;6
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;42;Soria;085;FUENTEARMEGIL ;1;459;41310;2;6
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;42;Soria;162;SAN ESTEBAN DE GORMAZ ;1;703;63300;2;6
COOPERATIVAS DE CREDITO;3017;CAJA R. DE SORIA, S.C.C.;47;Valladolid;175;TUDELA DE DUERO ;1;406;36560;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;04;Almería;003;ADRA ;1;529;47620;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;04;Almería;079;ROQUETAS DE MAR ;1;633;56980;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;006;ALBUÑOL ;2;819;73690;6;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;028;BENALUA DE LAS VILLAS ;1;661;59500;2;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;062;CHURRIANA DE LA VEGA ;1;574;51660;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;065;DEHESAS VIEJAS ;1;303;27240;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;109;JETE ;1;690;62100;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;158;PINOS PUENTE ;2;1.383;124470;6;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;907;VALLE DEL ZALABI ;1;492;44290;3;6
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;914;VALDERRUBIO ;1;442;39770;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;002;AMURRIO ;1;438;39450;2;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;009;ANDOAIN ;1;310;27940;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;030;EIBAR ;2;866;77970;6;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;061;ORIO ;1;608;54690;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;071;TOLOSA ;1;564;50720;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;24;León;089;LEON ;3;1.745;157060;6;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;28;Madrid;007;ALCORCON ;1;416;37410;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;28;Madrid;134;SAN SEBASTIAN DE LOS REYES ;1;285;25670;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;076;CIZUR ;1;419;37730;2;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;032;ELORRIO ;1;481;43260;3;6
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;904;SONDIKA ;1;337;30340;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;048;GALLARDOS (LOS) ;1;625;56270;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;050;GERGAL ;1;639;57470;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;065;NACIMIENTO ;1;519;46690;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;902;EJIDO (EL) ;6;2.647;238230;6;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;073;CORNELLÀ DE LLOBREGAT ;1;715;64380;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;113;MANRESA ;1;659;59320;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;184;RUBI ;1;599;53940;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;051;CULLA ;1;462;41600;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;095;RIBESALBES ;1;372;33480;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;140;VIVER ;1;538;48420;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;16;Cuenca;113;INIESTA ;1;477;42950;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;18;Granada;023;BAZA ;1;686;61760;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;24;León;089;LEON ;2;1.395;125500;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;24;León;157;SANTA MARIA DEL PARAMO ;1;647;58260;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;28;Madrid;013;ARANJUEZ ;1;458;41180;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;29;Málaga;001;ALAMEDA ;1;648;58300;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;29;Málaga;082;RINCON DE LA VICTORIA ;1;409;36770;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;005;ALCANTARILLA ;1;396;35610;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;025;LORQUI ;1;536;48230;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;028;MORATALLA ;1;651;58600;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;036;SAN PEDRO DEL PINATAR ;1;601;54110;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;34;Palencia;120;PALENCIA ;3;1.628;146500;6;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;34;Palencia;901;OSORNO LA MAYOR ;1;587;52850;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;037;SANTA CRUZ DE LA PALMA ;1;521;46890;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;40;Segovia;063;CUELLAR ;1;499;44880;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;43;Tarragona;148;TARRAGONA ;1;653;58740;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;001;ADEMUZ ;1;451;40570;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;014;ALBUIXECH ;1;650;58490;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;017;ALZIRA ;1;639;57460;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;026;ALFARP ;1;574;51630;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;047;BÈLGIDA ;1;494;44480;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;062;BENIGÀNIM ;1;343;30900;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;081;CANALS ;1;334;30060;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;089;CASINOS ;1;422;37970;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;095;CAUDETE DE LAS FUENTES ;1;311;28000;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;135;GODELLA ;1;649;58440;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;171;MONCADA ;1;482;43380;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;47;Valladolid;023;BOECILLO ;1;654;58810;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;47;Valladolid;076;LAGUNA DE DUERO ;1;695;62580;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;47;Valladolid;104;OLMEDO ;1;431;38780;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;47;Valladolid;122;PORTILLO ;1;401;36120;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;49;Zamora;021;BENAVENTE ;1;630;56650;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;49;Zamora;219;TORO ;1;397;35680;3;6
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;025;GOZON ;1;313;28140;2;6
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;026;GRADO ;1;378;33970;3;6
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;033;LENA ;1;465;41870;3;6
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;33;Asturias;063;SAN TIRSO DE ABRES ;1;594;53420;3;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;09;Burgos;056;BRIVIESCA ;1;370;33270;3;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;09;Burgos;091;CASTROJERIZ ;1;718;64630;2;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;09;Burgos;163;HONTORIA DEL PINAR ;1;482;43410;2;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;09;Burgos;432;VILLAFRUELA ;1;409;36770;3;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;09;Burgos;906;MERINDAD DE RIO UBIERNA ;1;517;46480;2;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;40;Segovia;138;NAVA DE LA ASUNCION ;1;624;56190;3;6
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;40;Segovia;194;SEGOVIA ;3;1.041;93670;3;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;017;CABRA DEL SANTO CRISTO ;1;492;44240;2;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;018;CAMBIL ;1;474;42670;3;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;020;CANENA ;1;390;35070;2;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;024;CAROLINA (LA) ;3;1.070;96340;3;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;037;GENAVE ;1;718;64620;2;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;061;MENGIBAR ;2;1.160;104370;6;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;063;NAVAS DE SAN JUAN ;1;358;32210;2;6
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;090;TORRES ;1;594;53430;2;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;001;ABADIN ;1;622;56000;3;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;005;BARREIROS ;1;662;59590;3;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;016;CHANTADA ;1;703;63230;3;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;026;LANCARA ;1;666;59910;2;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;044;PASTORIZA (A) ;1;594;53460;3;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;27;Lugo;057;SARRIA ;1;550;49460;3;6
COOPERATIVAS DE CREDITO;3070;CAIXA R. GALEGA, S.C.C.L.G.;32;Ourense;001;ALLARIZ ;1;384;34520;3;6
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;35;Las Palmas;017;PUERTO DEL ROSARIO ;1;708;63700;3;6
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;001;ADEJE ;2;690;62130;6;6
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;013;FRONTERA ;1;649;58440;3;6
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;031;REALEJOS (LOS) ;2;1.399;125930;2;6
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;38;Sta Cruz de Tenerife;033;SAN ANDRES Y SAUCES ;1;598;53860;2;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;012;ALCALA DE LA SELVA ;1;715;64320;3;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;025;ANDORRA ;1;383;34440;2;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;028;ARGENTE ;1;645;58080;3;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;045;BRONCHALES ;1;353;31780;2;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;050;CALAMOCHA ;1;288;25950;3;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;068;CASTELSERAS ;1;715;64380;2;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;168;ODON ;1;390;35090;3;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;209;SANTA EULALIA ;1;706;63550;2;6
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;50;Zaragoza;297;ZARAGOZA ;1;339;30530;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;02;Albacete;029;CHINCHILLA DE MONTE-ARAGON ;1;520;46830;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;014;AÑOVER DE TAJO ;1;286;25690;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;041;CASARRUBIOS DEL MONTE ;1;650;58470;3;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;053;CONSUEGRA ;1;525;47210;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;059;DOSBARRIOS ;1;571;51400;3;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;067;GALVEZ ;1;664;59800;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;083;LAYOS ;1;655;58990;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;118;NOVES ;1;687;61800;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;180;VALMOJADO ;1;629;56610;3;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;185;VILLACAÑAS ;1;436;39270;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;195;VILLARRUBIA DE SANTIAGO ;1;664;59740;2;6
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;24;León;157;SANTA MARIA DEL PARAMO ;1;437;39360;3;6
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;47;Valladolid;186;VALLADOLID ;1;687;61790;2;6
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;49;Zamora;021;BENAVENTE ;2;1.383;124470;2;6
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;49;Zamora;206;SANTIBAÑEZ DE VIDRIALES ;1;620;55810;3;6
COOPERATIVAS DE CREDITO;3117;CAIXA R. D'ALGEMESI, S.C.V.C.;46;Valencia;008;ALBALAT DE LA RIBERA ;1;453;40810;3;6
COOPERATIVAS DE CREDITO;3118;CAIXA RURAL TORRENT C.C.V.;46;Valencia;172;MONTSERRAT ;1;312;28040;2;6
COOPERATIVAS DE CREDITO;3157;CAJA R. LA JUNQUERA CHILCHES, SCCV;12;Castellón;053;CHILCHES/XILXES ;1;504;45360;2;6
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;078;BURJASSOT ;1;580;52200;2;6
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;102;QUART DE POBLET ;1;696;62630;3;6
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;164;MASSAMAGRELL ;1;380;34180;2;6
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;169;MISLATA ;1;455;40920;2;6
COOPERATIVAS DE CREDITO;3162;CAIXA R. BENICARLO, S.C.C.V.;12;Castellón;089;PENISCOLA/PEÑISCOLA ;1;478;43060;3;6
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;006;ARCOS DE LA FRONTERA ;1;550;49450;2;6
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;023;MEDINA SIDONIA ;1;543;48860;2;6
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;039;VEJER DE LA FRONTERA ;1;296;26600;3;6
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;14;Córdoba;005;ALMODOVAR DEL RIO ;1;428;38520;3;6
